"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2007","index","81.64","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2006","index","78.10","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2005","index","73.61","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2004","index","71.56","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2003","index","69.33","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2002","index","65.40","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2001","index","62.81","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","2000","index","60.54","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1999","index","57.28","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1998","index","54.16","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1997","index","54.73","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1996","index","54.76","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1995","index","52.68","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1994","index","50.35","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1993","index","48.91","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1992","index","47.82","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1991","index","45.12","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1990","index","43.68","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1989","index","42.92","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1988","index","40.94","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1987","index","38.86","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1986","index","38.70","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1985","index","37.73","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1984","index","36.52","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1983","index","34.93","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1982","index","33.89","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1981","index","33.12","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1980","index","31.63","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1979","index","29.34","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1978","index","28.67","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1977","index","26.86","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1976","index","26.38","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1975","index","25.14","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1974","index","24.37","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1973","index","23.71","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1972","index","21.96","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1971","index","22.26","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1970","index","21.91","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1969","index","20.72","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1968","index","20.07","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1967","index","18.74","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1966","index","18.93","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1965","index","18.46","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1964","index","18.38","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1963","index","17.88","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1962","index","17.59","Fc"
"South-eastern Asia","Gross Production Index Number (2014-2016 = 100)","1961","index","16.52","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","103.40","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","103.06","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","99.51","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","100.38","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","100.11","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","100.09","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","100.15","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","96.42","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","94.28","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","93.82","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","92.41","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","89.99","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","87.16","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","83.19","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","81.92","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","80.40","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","76.85","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","74.81","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","73.13","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","70.22","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","67.40","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","69.19","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","70.35","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","68.80","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","66.86","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","66.08","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","65.76","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","63.18","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","62.32","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","62.45","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","60.79","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","58.91","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","59.93","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","59.72","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","59.09","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","57.83","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","57.41","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","57.40","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","56.09","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","53.22","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","53.18","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","50.94","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","51.18","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","49.92","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","49.57","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","49.45","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","46.98","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","48.86","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","49.37","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","47.94","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","47.69","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","45.75","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","47.48","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","47.58","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","48.71","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","48.72","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","49.28","Fc"
"South-eastern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","47.60","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2018","index","103.26","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2017","index","105.01","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2016","index","96.12","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2015","index","100.76","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2014","index","103.12","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2013","index","98.32","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2012","index","93.79","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2011","index","91.10","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2010","index","91.57","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2009","index","88.69","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2008","index","89.76","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2007","index","80.61","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2006","index","78.68","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2005","index","81.19","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2004","index","76.73","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2003","index","75.05","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2002","index","74.71","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2001","index","71.39","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","2000","index","74.04","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1999","index","70.51","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1998","index","65.28","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1997","index","72.72","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1996","index","67.13","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1995","index","58.93","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1994","index","65.43","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1993","index","64.10","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1992","index","58.80","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1991","index","67.96","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1990","index","65.73","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1989","index","66.08","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1988","index","62.92","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1987","index","62.07","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1986","index","59.44","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1985","index","60.23","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1984","index","57.29","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1983","index","53.35","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1982","index","59.52","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1981","index","64.41","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1980","index","59.60","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1979","index","57.77","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1978","index","57.85","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1977","index","55.19","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1976","index","52.66","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1975","index","52.49","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1974","index","54.84","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1973","index","47.00","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1972","index","53.04","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1971","index","49.81","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1970","index","45.24","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1969","index","45.76","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1968","index","43.55","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1967","index","48.01","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1966","index","41.19","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1965","index","39.62","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1964","index","37.88","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1963","index","38.98","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1962","index","36.85","Fc"
"Southern Africa","Gross Production Index Number (2014-2016 = 100)","1961","index","36.59","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","98.88","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","101.96","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","94.67","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","100.70","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","104.63","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","101.30","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","98.14","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","96.79","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","98.73","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","97.00","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","99.52","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","90.56","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","89.53","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","93.53","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","89.45","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","88.51","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","89.15","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","86.22","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","90.60","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","87.50","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","82.24","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","93.12","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","87.52","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","78.33","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","88.85","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","89.08","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","83.74","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","99.23","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","98.40","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","101.39","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","98.92","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","99.97","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","98.12","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","102.00","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","99.62","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","95.35","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","109.35","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","121.66","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","115.66","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","115.09","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","118.23","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","115.66","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","113.18","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","115.75","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","124.15","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","109.28","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","126.72","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","122.25","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","114.03","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","118.42","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","115.67","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","130.81","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","115.15","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","113.58","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","111.37","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","117.51","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","113.85","Fc"
"Southern Africa","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","115.86","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2018","index","109.96","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2017","index","106.82","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2016","index","102.02","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2015","index","98.32","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2014","index","99.66","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2013","index","97.23","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2012","index","93.40","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2011","index","91.60","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2010","index","86.91","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2009","index","81.52","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2008","index","81.59","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2007","index","81.87","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2006","index","76.10","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2005","index","72.99","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2004","index","68.79","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2003","index","68.89","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2002","index","63.72","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2001","index","65.84","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","2000","index","64.78","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1999","index","64.91","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1998","index","62.60","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1997","index","60.66","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1996","index","59.50","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1995","index","57.55","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1994","index","55.60","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1993","index","54.09","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1992","index","52.35","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1991","index","50.55","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1990","index","49.35","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1989","index","48.13","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1988","index","45.44","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1987","index","42.41","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1986","index","42.44","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1985","index","41.66","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1984","index","40.51","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1983","index","39.52","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1982","index","36.40","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1981","index","36.20","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1980","index","33.92","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1979","index","32.92","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1978","index","33.94","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1977","index","32.72","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1976","index","30.74","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1975","index","30.71","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1974","index","28.31","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1973","index","28.79","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1972","index","26.97","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1971","index","27.62","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1970","index","27.36","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1969","index","26.42","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1968","index","25.60","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1967","index","24.34","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1966","index","22.75","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1965","index","22.84","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1964","index","23.36","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1963","index","22.89","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1962","index","22.21","Fc"
"Southern Asia","Gross Production Index Number (2014-2016 = 100)","1961","index","22.23","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","106.02","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","104.23","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","100.77","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","98.32","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","100.91","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","99.71","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","97.04","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","96.43","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","92.76","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","88.25","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","89.62","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","91.28","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","86.18","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","83.98","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","80.46","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","81.95","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","77.14","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","81.13","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","81.29","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","82.98","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","81.55","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","80.55","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","80.58","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","79.50","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","78.40","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","77.87","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","76.99","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","75.97","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","75.81","Fc"
"Southern Asia","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","75.61","Fc"
